上架日期,申請人數,公司名稱,description,縣市,職稱,工作編號,經度,緯度,major,學歷要求,是否遠距,薪資下限,是否積極徵才,員工人數,搜尋關鍵字,薪資是否為面議,是否要求特定major,八大產業,公司規模,工作經驗,專長工具
20250710,14,捷安特_巨大機械工業股份有限公司,"職務簡介：
本職位隸屬於全球銷售中心，主要負責自行車產品銷售數據分析工作。透過數據蒐集、整理與視覺化，協助各單位掌握市場趨勢、優化庫存管理，並支援管理層進行決策判斷。此職位主要以 Excel 為主，輔以初階 Power BI 分析操作。

主要工",台中市,銷售數據分析高級管理師,14732493,24.2094788,120.6117511,"['一般商業學類', '市場行銷相關', '會計學相關']",大學,無遠距,40000,0,2100,數據分析,1,1,製造業,大型,3年以上,"Excel, PowerPoint, Outlook"
20250714,2,亨泰光學股份有限公司,"1.負責MES系統維護,進行 製程數據分析,製程優化,異常排除。
2.熟悉虛擬主機維護,具Hyper-V,VMware,API應用技術工具。
3.熟悉生產效能數據分析、BI報表製作。
4.專業技術文件撰寫,包含:內外部相關專案及技術文件。
5.其",新北市,資訊工程師 （工程數據分析 、設備軟件應用）,13377690,25.0654552,121.4544174,['工業工程相關'],大學,無遠距,40000,1,160,數據分析,1,1,醫療與健康照護,中型,2年以上,Python
20250716,1,大門科技顧問有限公司,"【工作內容】
1、廣告投放與市場數據分析
負責國內外市場之廣告投放管道數據分析，包括資料建模、指標監控、成效追蹤與視覺化儀表板（Dashboard）建置，透過數據為營運與行銷策略提供洞察與優化依據
2、問題診斷與成效優化
深入分析市場數據，發掘投",高雄市,【南】Data Analyst – Advertising｜數據分析師－廣告成效（完全遠端）,14741596,22.6268814,120.3262535,[],大學,完全遠距,40000,0,50,數據分析,1,0,資訊科技業,中型,5年以上,"Python, Excel"
20250716,8,台光電子材料股份有限公司,"1.產品市場大數據分析，提出具建議價值的input。
2.市場供需相關因子與指標分析，做為庫存備料與交期判斷依據。
3.原料周轉天數管控、備料準確率分析、庫存調度掌控縮短交期。
",桃園市,生管管理師(數據分析)_觀音_RH5302,14576756,25.0482139,121.129751,[],大學,無遠距,40000,1,6200,數據分析,1,0,製造業,大型,3年以上,"Excel, Word"
20250717,0,臺灣凡夫股份有限公司,"‧ 競爭對手情報蒐集與分析：深入研究競爭對手的產品組合、定價策略、促銷活動及消費者評價，識別其優勢與弱點，為公司提供差異化策略建議。
‧ 分析市場銷售數據和季節性趨勢，以發掘潛在產品：追蹤產品銷售趨勢、季節性需求及熱銷品類，並根據數據提出產品開發或庫存調整建議。
‧ 廣告效能分析與優化：監控並分析各平台的廣告活動，評估關鍵字效能、點擊率（CTR）、轉換率及廣告投資回報率（ROAS），並提出優化建議。調整出價策略或重新設計廣告素材。
‧ 完成主管交辦事項。",台中市,跨境電商專案管理師_數據分析專員,14730917,24.2552521,120.6675233,"['國際貿易相關', '英美語文相關']",大學,無遠距,30000,0,,數據分析,0,1,批發與零售業,未知,1年以上,"Excel, Outlook, PowerPoint, Word"
20250711,12,台灣大哥大股份有限公司,「大哥付你分期」為先買後付(BNPL)服務，致力於為數百萬用戶提供靈活、安全且創新的支付體驗。我們正尋找一位專業的數據分析人員，專注於信用風險模型的開發與維運，並透過數據驅動的洞察，協助提升授信效率與準確性。在這個角色中，您將與信用風險團隊及其他,台北市,BNPL數據分析人員 (可遠端工作),14478707,25.0409201,121.5720055,[],不拘,混和,34000,0,4500,數據分析,0,0,資訊科技業,大型,2年以上,
20250714,2,資誠企業管理顧問股份有限公司,"1. 協助保險業客戶對現行業務流程診斷、分析及優化
2. 依據解決方案規畫及執行專案內容，透過團隊合作解決客戶問題
3. 蒐集國、內外保險金融科技應用及商業模式合作等相關資訊
4. 其他主管或專案經理交辦事項處理",台北市,顧問類-顧問/資深顧問(數據分析與流程分析)(金融保險業),14447872,25.034251,121.5613241,"['資訊工程相關', '資訊管理相關', '銀行保險相關']",專科,無遠距,40000,1,,數據分析,1,1,資訊科技業,未知,不拘,"Python, ETL, MS SQL, Java"
20250715,8,台郡科技股份有限公司(總公司),"1. 開發與維護數據分析相關的 Web 系統。協助智慧工廠推進、強化工程師資料探勘能力。
2. 與統計分析及 AI 團隊協作，整合 AI 模型與數據分析成果，透過各流程大數據分析提供經營層決策有效的資訊。
3. 擬定底層資料採集的對象與資料分析的",高雄市,數據分析工程師,12937778,22.5934227797353,120.428296977385,"['資訊工程相關', '其他數學及電算機科學相關']",大學,無遠距,40000,0,2000,數據分析,1,1,製造業,大型,1年以上,"Excel, D3.js, Git, Node.js, Python, MySQL, PostgreSQL, JavaScript, CSS"
20250711,11,東方線上股份有限公司,"這裡有來自各行各業的真實消費數據，等你一起來挖掘背後的故事。
你將參與多元產業的研究專案，從消費行為與社會脈動中找出關鍵變化，
不只為客戶提供深刻的洞察，也逐步累積屬於你的專業價值。

【你將參與的工作】
*協助釐清客戶需求，設計市場調查或數據分析",台北市,【消費者數據分析】消費者洞察研究員,14639840,25.0329459,121.554957,"['商業及管理學科類', '大眾傳播學科類', '經濟社會及心理學科類']",大學,無遠距,40000,1,60,數據分析,1,1,服務與專業顧問業,中型,不拘,"PowerPoint, Word, Excel, SPSS"
20250714,3,泓德能源科技股份有限公司,"1.	國際電力交易市場大數據收集與分析，包含市場總經趨勢、電力現貨市場、輔助服務市場、電力期貨市場、容量市場、電力系統供需狀態、電網狀態及其他相關數據。針對大數據進行特徵辨認並運用統計指標進行可視化分析。
2.	建構數據分析與策略平台，進行數據管",台北市,國際電力交易處 數據分析部主管(台北),14737508,25.0950492,121.5246077,"['數理統計相關', '資訊工程相關', '電機電子工程相關']",碩士,無遠距,40000,0,390,數據分析,1,1,製造業,大型,5年以上,
20250717,2,弈樂科技股份有限公司,"***應徵時請附上作品集、文案、自傳、證照等加分文件***
1.	需求分析及規劃資料萃取、資料清理 
2.	數據分析、資訊視覺化、說明分析結果、提出建議及後續成效評估 
3.	蒐集競業資訊、報表整理

※工作待遇依個人經歷及專長等條件參考核定，如",台中市,數據分析師(學士),10970702,24.1743279,120.623867,"['數理統計相關', '統計學相關', '資訊管理相關']",大學,無遠距,35000,0,242,數據分析,0,1,資訊科技業,大型,不拘,"C, C#, C++, Java, Matlab, Python, R, Excel, PowerPoint"
20250717,8,國泰世華商業銀行股份有限公司,"■ 與業務單位密切合作，釐清商業問題並提出改善規劃，運用數據分析方法與跨單位協作以達成年度目標。			
■ 掌握商業與數位分析趨勢，提出並落實客戶分群與挖掘需求偏好、興趣、行銷等分析洞察，發展新商業模式。			
■ 透過客戶多樣的的行內外數據，以",台北市,【專業支援】商業數據分析師_I00016175,13798658,25.0409201,121.5720055,[],不拘,無遠距,40000,1,10000,數據分析,1,0,金融與保險業,大型,3年以上,
20250715,5,鴻海精密工業股份有限公司,"1.視覺影像分析/視覺影像處理
   a.視覺影像雜訊處理
   b.視覺影像強化
   c.視覺影像特徵分析
   d.影像壓縮處理
2.數據統計分析及處理
3.雷達資料分析及處理(clustering/filter/tracking)
4.感知模型訓練資料處理
5.ADAS系統相關整合",台北市,（B5）數據分析工程師,14518553,25.0689422,121.5909027,[],專科,無遠距,40000,0,,數據分析,1,0,製造業,未知,5年以上,
20250715,8,全台物流股份有限公司,"?【工作內容】
(1)以開源程式語言(Python，SQL)方式協助開發內部數據分析專案
(2)以現有數據視覺化軟體協助進行數據分析，視覺化呈現
(3)新科技，新技術調研
(4)其他主管交辦事項

?【我們需要這樣的您】
(1)對於科技數位化、大",新北市,數據分析師,14610096,25.0832811,121.4071176,[],大學,無遠距,34000,1,730,數據分析,0,0,批發與零售業,大型,不拘,"Python, PL/SQL"
20250716,5,飛輪電商有限公司,"【Hour Loop 飛輪電商】在2013年成立，並於2022年初在美國那斯達克上市。作為亞馬遜 (Amazon) 電商平台第三方賣家，我們的工作不只廠商開發，還包括商品上架、價格制定，以及物流與庫存管理，通通一手包辦。
在電商世界的百萬競爭對手中，我們透過獨特的營運模式，成功實現十年來的持續成長，並脫穎而出，在2023年底躍升為亞馬遜 (Amazon) 前十名的賣家！
我們提供彈性且暢通的職涯管道，讓你站上國際電商舞台。我們不綁年資，端看績效表現，從「獨立貢獻者」到「管理職」適性發展！如果你喜歡打磨自身專業能力，鑽研獨立的電商工作項目，便適合獨立貢獻者的角色；若你有準確遠見，善於溝通和帶領團隊，你可能就是未來的帶人主管！
1. 職涯發展管道：入職新人由專案助理 （Project Assistant）職位任用，於入職前即確認未來任職團隊，入職後有兩個月針對亞馬遜或其他電商平台等完整教育訓練。通過考核後依據部門類別晉升或轉任職務。
(1) 晉升為 業務開發部 專案經理（Business Development Department - Project Manager）：負責發展Amazon以外的其他平台，如Walmart, eBay, Shopify，從無到有拓產新的產品通路，提高商品利潤。
(2) 晉升為 營運部 專案經理（Operations Department - Project Manager）：與業務團隊合作，支援電商後台營運與成本控管，必備技能是獨立解決問題和設計及改善流程的能力。
(3) 轉任為 營運部 經理（Manager）：作為6至10人的主管，制定團隊營運目標，監督與管理成員績效。定期與成員一對一面談（one-on-one）調整工作內容與激勵員工士氣。
2. 業務開發部與營運部團隊職務分配
(1) 業務開發部（Business Development）：拓展產品通路，提高商品利潤。子團隊如：廣告投放、通路開發、產品分析管理等。
(2) 營運部（Operations）：降低營運成本，優化貿易流程。子團隊如：訂單審核、物流管理、倉儲管理、客服與品質管理、產品上架管理等。
工作團隊任務簡述：
a. 廣告投放：操作亞馬遜平台廣告，如：投放預算、點擊價格與關鍵字
b. 通路開發：開發並營運亞馬遜之外等其他電商平台，達成銷售額之成長
c. 產品上架管理：撰寫產品簡介、設計關鍵字、修正網頁錯誤資訊與產品圖片維護
d. 產品分析管理：開發潛力電商商品及協助業務制定進貨策略，以維持庫存數量
e. 訂單審核：審核採購訂單並調整商品售價以符合銷售策略
f. 物流管理：倉庫及海運貨櫃進出口安排，包含庫存管理、訂艙、稅金、進出口程序等
g. 倉儲管理：整握全公司庫存庫齡概況，透過調價及不同促銷手法維持庫存健康程度
h. 客服與品質管理：針對限制性產品及高退貨率產品處理及建立預防機制
3.教育訓練規劃
(1) 業務開發部（Business Development）：針對各電商平台特性與需求安排學習內容，包含基本日常營運操作、銷售預測分析、毛利優化策略等，以利後續發展有效成長策略訂定基礎。
(2) 營運部（Operations）：於訂單審核團隊（Order Review Team）進行部門訓練，審核採購訂單並依據季節性需求調整商品進貨數量，優化審核系統流程及制定電商銷售策略。
4. 工作職責
(1)負責制定與監控任務流程，並確保能符合公司規劃。
(2)具備設計、開發和發想創新解決方案的能力。
(3)具備良好的解決問題、創造力和簡化能力，並擁有良好的溝通和書寫技巧。
(4)能有效設計和優化標準作業程序，維持高效率產出。",台北市,電商數據分析 - 台北市,13403268,25.0424801,121.5649454,"['商業及管理學科類', '語文及人文學科類', '經濟社會及心理學科類']",大學,混和,45000,0,170,數據分析,0,1,服務與專業顧問業,中型,不拘,"Excel, Tableau, Power BI​, Looker studio"
20250716,5,飛輪電商有限公司,"【Hour Loop 飛輪電商】在2013年成立，並於2022年初在美國那斯達克上市。作為亞馬遜 (Amazon) 電商平台第三方賣家，我們的工作不只廠商開發，還包括商品上架、價格制定，以及物流與庫存管理，通通一手包辦。
在電商世界的百萬競爭對手中，我們透過獨特的營運模式，成功實現十年來的持續成長，並脫穎而出，在2023年底躍升為亞馬遜 (Amazon) 前十名的賣家！
我們提供彈性且暢通的職涯管道，讓你站上國際電商舞台。我們不綁年資，端看績效表現，從「獨立貢獻者」到「管理職」適性發展！如果你喜歡打磨自身專業能力，鑽研獨立的電商工作項目，便適合獨立貢獻者的角色；若你有準確遠見，善於溝通和帶領團隊，你可能就是未來的帶人主管！
1. 職涯發展管道：入職新人由專案助理 （Project Assistant）職位任用，於入職前即確認未來任職團隊，入職後有兩個月針對亞馬遜或其他電商平台等完整教育訓練。通過考核後依據部門類別晉升或轉任職務。
(1) 晉升為 業務開發部 專案經理（Business Development Department - Project Manager）：負責發展Amazon以外的其他平台，如Walmart, eBay, Shopify，從無到有拓產新的產品通路，提高商品利潤。
(2) 晉升為 營運部 專案經理（Operations Department - Project Manager）：與業務團隊合作，支援電商後台營運與成本控管，必備技能是獨立解決問題和設計及改善流程的能力。
(3) 轉任為 營運部 經理（Manager）：作為6至10人的主管，制定團隊營運目標，監督與管理成員績效。定期與成員一對一面談（one-on-one）調整工作內容與激勵員工士氣。
2. 業務開發部與營運部團隊職務分配
(1) 業務開發部（Business Development）：拓展產品通路，提高商品利潤。子團隊如：廣告投放、通路開發、產品分析管理等。
(2) 營運部（Operations）：降低營運成本，優化貿易流程。子團隊如：訂單審核、物流管理、倉儲管理、客服與品質管理、產品上架管理等。
工作團隊任務簡述：
a. 廣告投放：操作亞馬遜平台廣告，如：投放預算、點擊價格與關鍵字
b. 通路開發：開發並營運亞馬遜之外等其他電商平台，達成銷售額之成長
c. 產品上架管理：撰寫產品簡介、設計關鍵字、修正網頁錯誤資訊與產品圖片維護
d. 產品分析管理：開發潛力電商商品及協助業務制定進貨策略，以維持庫存數量
e. 訂單審核：審核採購訂單並調整商品售價以符合銷售策略
f. 物流管理：倉庫及海運貨櫃進出口安排，包含庫存管理、訂艙、稅金、進出口程序等
g. 倉儲管理：整握全公司庫存庫齡概況，透過調價及不同促銷手法維持庫存健康程度
h. 客服與品質管理：針對限制性產品及高退貨率產品處理及建立預防機制
3.教育訓練規劃
(1) 業務開發部（Business Development）：針對各電商平台特性與需求安排學習內容，包含基本日常營運操作、銷售預測分析、毛利優化策略等，以利後續發展有效成長策略訂定基礎。
(2) 營運部（Operations）：於訂單審核團隊（Order Review Team）進行部門訓練，審核採購訂單並依據季節性需求調整商品進貨數量，優化審核系統流程及制定電商銷售策略。
4. 工作職責
(1)負責制定與監控任務流程，並確保能符合公司規劃。
(2)具備設計、開發和發想創新解決方案的能力。
(3)具備良好的解決問題、創造力和簡化能力，並擁有良好的溝通和書寫技巧。
(4)能有效設計和優化標準作業程序，維持高效率產出。",台中市,電商數據分析 - 台中市,13403270,24.1533391,120.665769,"['商業及管理學科類', '語文及人文學科類', '經濟社會及心理學科類']",大學,混和,45000,0,170,數據分析,0,1,服務與專業顧問業,中型,不拘,Excel
